0,1,2,3,4,5,6,7,8,9
0.7875450048199701,0.009726683278810211,0.9365320554093965,0.3272061299283854,0.19466410151193037,0.4714452261197061,0.5444119722810042,0.06436357683405902,0.5113942390532269,0.7997301438816976
0.8949556084659356,0.2528344446235672,0.5162781064068948,0.25369805005710033,0.21897968241347787,0.7004947469533135,0.03283005739178202,0.5206792795353362,0.8556630379227858,0.8871926013602184
0.16319614453348796,0.6970023692454911,0.9611354639018309,0.08314804749183258,0.972491167766765,0.42730570875216145,0.6428408422426911,0.203399497913469,0.7353647637605926,0.5220910332318089
0.7367980422032229,0.418185410257613,0.11267199895643742,0.4906899960576,0.1518268294679912,0.4935570456733991,0.1202638913005899,0.8373032292877767,0.6155314998310953,0.8722742119322595
0.9239710350610524,0.3374137727516925,0.7583317398791812,0.8943466362857835,0.987655973893683,0.6304277051799291,0.5242681172829027,0.6602871102026789,0.6825823352550086,0.9242893563759981
0.6422809693069462,0.018830812792503204,0.9388650588478086,0.2503525315098055,0.3587789624281198,0.8044522611277556,0.22470666602127942,0.5205103981397021,0.49567535723438994,0.1323811142941409
0.14638858044238193,0.39225774456693296,0.11144645879418436,0.49412104866946105,0.8775164198584091,0.4290610139418737,0.5779382041202671,0.6767831312169094,0.4244066427973774,0.5921306489935539
0.09835934165561133,0.041678804549795445,0.4022645793940476,0.877591546570955,0.8671885985936845,0.9182047099517701,0.6463094206722835,0.2942376057422712,0.019928811567943128,0.3672737855233236
0.3255757791200593,0.7922803821353892,0.46743161349807427,0.4609621342583685,0.7637057371990756,0.652909139970712,0.3404831735487461,0.40209383619365835,0.9607441045716919,0.3520934511103617
0.19531462123226873,0.6283454112800787,0.8642003366893315,0.33567764640998293,0.6654647306931293,0.6065811870441064,0.44402747660792885,0.4976515433329163,0.8180661932954549,0.4335459418330728
